date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:12:30	3890/3890	---M--	200	added ('OK')	image/webp	etag:%22dd81c3461ebb5ef0af1f6ce75e0008a9-ssl%22	https://lxshopofficial.netlify.app/assets/img/yeray.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/yeray.webp	(from https://lxshopofficial.netlify.app/)
14:12:33	5094/5094	---M--	200	added ('OK')	image/webp	etag:%228172db1b362aa31019ac2636320dc7c2-ssl%22	https://lxshopofficial.netlify.app/assets/img/adri.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/adri.webp	(from https://lxshopofficial.netlify.app/)
14:12:33	2572/2572	---M--	200	added ('OK')	image/webp	etag:%22658f5e36d966e1a6f0fbc3263a4afe21-ssl%22	https://lxshopofficial.netlify.app/assets/img/l.uckyy.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/l.uckyy.webp	(from https://lxshopofficial.netlify.app/)
14:12:42	4086/4086	---M--	200	added ('OK')	image/webp	etag:%22c2206b9533d06dc600242a89b47d39e6-ssl%22	https://lxshopofficial.netlify.app/assets/img/makens.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/makens.webp	(from https://lxshopofficial.netlify.app/)
14:12:42	1564214/1564214	---M--	200	added ('OK')	image/gif	etag:%22335ec5ea3c52611bb9aafb3708ee9cab-ssl%22	https://lxshopofficial.netlify.app/assets/img/gallo.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/gallo.gif	(from https://lxshopofficial.netlify.app/)
14:12:45	1668/1668	---M--	200	added ('OK')	image/webp	etag:%220afaa33f45f0d931535b94a936f639c4-ssl%22	https://lxshopofficial.netlify.app/assets/img/moha.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/moha.webp	(from https://lxshopofficial.netlify.app/)
14:12:48	4000/4000	---M--	200	added ('OK')	image/webp	etag:%22191029b87f7234a549b8566aa187cdf1-ssl%22	https://lxshopofficial.netlify.app/assets/img/abla.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/abla.webp	(from https://lxshopofficial.netlify.app/)
14:12:49	2818/2818	---M--	200	added ('OK')	image/webp	etag:%222f9feae95129e98d5ced14b920d2daf0-ssl%22	https://lxshopofficial.netlify.app/assets/img/blyseed.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/blyseed.webp	(from https://lxshopofficial.netlify.app/)
14:12:52	2782/2782	---M--	200	added ('OK')	image/webp	etag:%22a6632d2a0b2d0fc0b65bd48efa238a9e-ssl%22	https://lxshopofficial.netlify.app/assets/img/petazeta.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/petazeta.webp	(from https://lxshopofficial.netlify.app/)
14:12:55	1612/1612	---M--	200	added ('OK')	image/webp	etag:%226b74409941dc861e163f5971674abfcf-ssl%22	https://lxshopofficial.netlify.app/assets/img/wichi.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/wichi.webp	(from https://lxshopofficial.netlify.app/)
14:13:04	841732/841732	---M--	200	added ('OK')	image/gif	etag:%22382f718ddf251b0f14d28669eed8d16f-ssl%22	https://lxshopofficial.netlify.app/assets/img/marisco.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/marisco.gif	(from https://lxshopofficial.netlify.app/)
14:13:04	433856/433856	---M--	200	added ('OK')	image/gif	etag:%2255a66dba986ea36ba7cff1038f779e69-ssl%22	https://lxshopofficial.netlify.app/assets/img/feel.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/feel.gif	(from https://lxshopofficial.netlify.app/)
14:13:04	1850/1850	---M--	200	added ('OK')	image/webp	etag:%222b07e16f6738d2d2bfa62d01a9f0672b-ssl%22	https://lxshopofficial.netlify.app/assets/img/alexla.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/alexla.webp	(from https://lxshopofficial.netlify.app/)
14:13:10	4840/4840	---M--	200	added ('OK')	image/webp	etag:%22862f5d10b0573b79549aed4321976cd5-ssl%22	https://lxshopofficial.netlify.app/assets/img/rednew.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/rednew.webp	(from https://lxshopofficial.netlify.app/)
14:13:11	1328/1328	---M--	200	added ('OK')	image/webp	etag:%2205e49fd05d91eccb03cc39691f6a96e1-ssl%22	https://lxshopofficial.netlify.app/assets/img/lionkk.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/lionkk.webp	(from https://lxshopofficial.netlify.app/)
14:13:17	545932/545932	---M--	200	added ('OK')	image/gif	etag:%22f334015c5791abd03579d263a8f2a6e2-ssl%22	https://lxshopofficial.netlify.app/assets/img/paulita.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/paulita.gif	(from https://lxshopofficial.netlify.app/)
14:13:17	2332/2332	---M--	200	added ('OK')	image/webp	etag:%2294c556a6b38d47e0ae072275da05cf0e-ssl%22	https://lxshopofficial.netlify.app/assets/img/esteban.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/esteban.webp	(from https://lxshopofficial.netlify.app/)
14:13:23	641279/641279	---M--	200	added ('OK')	image/gif	etag:%22fd77d5fc78d58b5c7eb3450adb00c21a-ssl%22	https://lxshopofficial.netlify.app/assets/img/mohaelmoro.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/mohaelmoro.gif	(from https://lxshopofficial.netlify.app/)
14:13:25	3518/3518	---M--	200	added ('OK')	image/webp	etag:%223ba0436ca06ee9a100d0cf73d053d7ee-ssl%22	https://lxshopofficial.netlify.app/assets/img/juanjo.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/juanjo.webp	(from https://lxshopofficial.netlify.app/)
14:13:26	1474/1474	---M--	200	added ('OK')	image/webp	etag:%2285ac34fae72e5730cb445012e136c2e1-ssl%22	https://lxshopofficial.netlify.app/assets/img/mixmarki.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/mixmarki.webp	(from https://lxshopofficial.netlify.app/)
14:13:32	794574/794574	---M--	200	added ('OK')	image/gif	etag:%22410260f39584340f994837268364db10-ssl%22	https://lxshopofficial.netlify.app/assets/img/pablochin.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/pablochin.gif	(from https://lxshopofficial.netlify.app/)
14:13:32	2236/2236	---M--	200	added ('OK')	image/webp	etag:%22837fbfa4362041f9bc11841376c397ec-ssl%22	https://lxshopofficial.netlify.app/assets/img/siulix.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/siulix.webp	(from https://lxshopofficial.netlify.app/)
14:13:35	2820/2820	---M--	200	added ('OK')	image/webp	etag:%22b1a6b8613d867d946acf26f3405a35f0-ssl%22	https://lxshopofficial.netlify.app/assets/img/232f.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/232f.webp	(from https://lxshopofficial.netlify.app/)
14:13:41	5528/5528	---M--	200	added ('OK')	image/webp	etag:%22e9d911e2c167fa85e5a16dff75138771-ssl%22	https://lxshopofficial.netlify.app/assets/img/malfraa.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/malfraa.webp	(from https://lxshopofficial.netlify.app/)
14:13:41	2490/2490	---M--	200	added ('OK')	image/webp	etag:%22543e25d52fd1b20a18039934e072ffe5-ssl%22	https://lxshopofficial.netlify.app/assets/img/balbin_.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/balbin_.webp	(from https://lxshopofficial.netlify.app/)
14:13:47	5050/5050	---M--	200	added ('OK')	image/webp	etag:%227efae0790cf9fc3c1e00083bac651098-ssl%22	https://lxshopofficial.netlify.app/assets/img/alkimedes.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/alkimedes.webp	(from https://lxshopofficial.netlify.app/)
14:13:50	3066/3066	---M--	200	added ('OK')	image/webp	etag:%22ed9a1ffc4122fecd48ecb4c01a533ea2-ssl%22	https://lxshopofficial.netlify.app/assets/img/zzz.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/zzz.webp	(from https://lxshopofficial.netlify.app/)
14:13:54	1652/1652	---M--	200	added ('OK')	image/webp	etag:%223a068b52b7251d40f725121fc2e673eb-ssl%22	https://lxshopofficial.netlify.app/assets/img/lizyo.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/lizyo.webp	(from https://lxshopofficial.netlify.app/)
14:13:59	588927/588927	---M--	200	added ('OK')	image/gif	etag:%22a0789542581924bdc6c0199d0995c044-ssl%22	https://lxshopofficial.netlify.app/assets/img/saisser.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/saisser.gif	(from https://lxshopofficial.netlify.app/)
14:14:02	3988/3988	---M--	200	added ('OK')	image/webp	etag:%2235da1990cd08be17d8556c09a20e2e02-ssl%22	https://lxshopofficial.netlify.app/assets/img/tjelmejor.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/tjelmejor.webp	(from https://lxshopofficial.netlify.app/)
14:14:03	1506/1506	---M--	200	added ('OK')	image/webp	etag:%22728a257c59af53bc3e9b10e40bf6674e-ssl%22	https://lxshopofficial.netlify.app/assets/img/ernano.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/ernano.webp	(from https://lxshopofficial.netlify.app/)
14:14:08	3504/3504	---M--	200	added ('OK')	image/webp	etag:%224f2a88bd5e180cc855d4aabca85e606b-ssl%22	https://lxshopofficial.netlify.app/assets/img/unicosrp.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/unicosrp.webp	(from https://lxshopofficial.netlify.app/)
14:14:11	4734/4734	---M--	200	added ('OK')	image/webp	etag:%22ec7e0f55e6d458fc1337eace8aea280f-ssl%22	https://lxshopofficial.netlify.app/assets/img/toak.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/toak.webp	(from https://lxshopofficial.netlify.app/)
14:14:15	1708/1708	---M--	200	added ('OK')	image/webp	etag:%222645424bcf09a5d5dfe41412885266c6-ssl%22	https://lxshopofficial.netlify.app/assets/img/pvblk.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/pvblk.webp	(from https://lxshopofficial.netlify.app/)
14:14:15	9353534/9353534	---M--	200	added ('OK')	image/gif	etag:%224fa7f9c578860d35df0423c979bab91f-ssl%22	https://lxshopofficial.netlify.app/assets/img/wolfizzzzz.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/wolfizzzzz.gif	(from https://lxshopofficial.netlify.app/)
14:14:18	93808/93808	---M--	200	added ('OK')	image/png	etag:%2277fa4862933af3894d5cf160347e83a2-ssl%22	https://lxshopofficial.netlify.app/assets/img/ellocozano.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/ellocozano.png	(from https://lxshopofficial.netlify.app/)
14:14:18	2220/2220	---M--	200	added ('OK')	image/webp	etag:%22994d3eaa30057c8c08ec05e2efd99532-ssl%22	https://lxshopofficial.netlify.app/assets/img/danizzz.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/danizzz.webp	(from https://lxshopofficial.netlify.app/)
14:14:24	155058/155058	---M--	200	added ('OK')	image/png	etag:%220ee54f87973dbbe24ab67d4ab8a80a2c-ssl%22	https://lxshopofficial.netlify.app/assets/img/alexelbaba.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/alexelbaba.png	(from https://lxshopofficial.netlify.app/)
14:14:27	118270/118270	---M--	200	added ('OK')	image/png	etag:%22a9a94207f025a7900f590d83914cf3e1-ssl%22	https://lxshopofficial.netlify.app/assets/img/shadow.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/shadow.png	(from https://lxshopofficial.netlify.app/)
14:14:33	3968/3968	---M--	200	added ('OK')	image/webp	etag:%22283384960b1a3ed6cb23258dd6f17f3c-ssl%22	https://lxshopofficial.netlify.app/assets/img/t4.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/t4.webp	(from https://lxshopofficial.netlify.app/)
14:14:36	8354/8354	---M--	200	added ('OK')	image/webp	etag:%222208a38ac065b1e818d46b2f80ff2bca-ssl%22	https://lxshopofficial.netlify.app/assets/img/blacky.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/blacky.webp	(from https://lxshopofficial.netlify.app/)
14:14:42	6934/6934	---M--	200	added ('OK')	image/webp	etag:%22587d763a6b6744cc09e1c5ea1eb78ca3-ssl%22	https://lxshopofficial.netlify.app/assets/img/mantas.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/mantas.webp	(from https://lxshopofficial.netlify.app/)
14:14:42	1565681/1565681	---M--	200	added ('OK')	image/gif	etag:%22d347c08ba76fcf7086799c46c4ac6937-ssl%22	https://lxshopofficial.netlify.app/assets/img/thetrax.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/thetrax.gif	(from https://lxshopofficial.netlify.app/)
14:14:42	5577615/5577615	---M--	200	added ('OK')	image/gif	etag:%22f7a8ccf58c4640af7eda5a61e455cc96-ssl%22	https://lxshopofficial.netlify.app/assets/img/nahu.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/nahu.gif	(from https://lxshopofficial.netlify.app/)
14:14:45	79656/79656	---M--	200	added ('OK')	image/webp	etag:%22c256d29b48ceea56335963220a6003e3-ssl%22	https://lxshopofficial.netlify.app/assets/img/blessedgay.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/blessedgay.webp	(from https://lxshopofficial.netlify.app/)
14:14:48	15198/15198	---M--	200	added ('OK')	image/webp	etag:%224e872228ed244cbadec8ba0f9046258f-ssl%22	https://lxshopofficial.netlify.app/assets/img/mikyv.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/mikyv.webp	(from https://lxshopofficial.netlify.app/)
14:14:51	5084/5084	---M--	200	added ('OK')	image/webp	etag:%228d9cd0d99d5d6d9c7ba253a4265bea17-ssl%22	https://lxshopofficial.netlify.app/assets/img/zmbado.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/zmbado.webp	(from https://lxshopofficial.netlify.app/)
14:14:57	159602/159602	---M--	200	added ('OK')	image/webp	etag:%224f0b9268c3b3899ab7260354ff5df0c6-ssl%22	https://lxshopofficial.netlify.app/assets/img/97c7b4fa5cab90f439b6ea8e0e97c8a0.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/97c7b4fa5cab90f439b6ea8e0e97c8a0.webp	(from https://lxshopofficial.netlify.app/)
14:14:58	2658/2658	---M--	200	added ('OK')	image/webp	etag:%22407cd8479c53b20434aa719c7fd58e1d-ssl%22	https://lxshopofficial.netlify.app/assets/img/23624a2fbb33e212aa34c58fad1f80c8.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/23624a2fbb33e212aa34c58fad1f80c8.webp	(from https://lxshopofficial.netlify.app/)
14:15:03	5430/5430	---M--	200	added ('OK')	image/webp	etag:%22e9b8dfb7d1f1c2e058f28ed9d306c431-ssl%22	https://lxshopofficial.netlify.app/assets/img/2ac01b5ff880a325b15528293a4d1d60.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/2ac01b5ff880a325b15528293a4d1d60.webp	(from https://lxshopofficial.netlify.app/)
14:15:04	4460219/4460219	---M--	200	added ('OK')	image/gif	etag:%220047af252550d25e22c9f5e91da32de8-ssl%22	https://lxshopofficial.netlify.app/assets/img/userrr.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/userrr.gif	(from https://lxshopofficial.netlify.app/)
14:15:06	32326/32326	---M--	200	added ('OK')	image/webp	etag:%22cb89d634492c71737407240b76780c6a-ssl%22	https://lxshopofficial.netlify.app/assets/img/waxy.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/waxy.webp	(from https://lxshopofficial.netlify.app/)
14:15:13	12906/12906	---M--	200	added ('OK')	image/webp	etag:%2264dab07a322860341a8f7aab0a403faf-ssl%22	https://lxshopofficial.netlify.app/assets/img/elborjita.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/elborjita.webp	(from https://lxshopofficial.netlify.app/)
14:15:16	17886/17886	---M--	200	added ('OK')	image/webp	etag:%22fde6649d445a03f326348f236d38d876-ssl%22	https://lxshopofficial.netlify.app/assets/img/reloy.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/reloy.webp	(from https://lxshopofficial.netlify.app/)
14:15:16	4187200/4187200	---M--	200	added ('OK')	image/gif	etag:%22ed3694ba25b83817fb8506e610371514-ssl%22	https://lxshopofficial.netlify.app/assets/img/champi.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/champi.gif	(from https://lxshopofficial.netlify.app/)
14:15:19	29806/29806	---M--	200	added ('OK')	image/webp	etag:%226ee82bdd4affc07cf4e9d73f0b764acb-ssl%22	https://lxshopofficial.netlify.app/assets/img/kenynz.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/kenynz.webp	(from https://lxshopofficial.netlify.app/)
14:15:22	28328/28328	---M--	200	added ('OK')	image/webp	etag:%2228ab236050a0ea184358c6a8ab720e94-ssl%22	https://lxshopofficial.netlify.app/assets/img/miguelito.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/miguelito.webp	(from https://lxshopofficial.netlify.app/)
14:15:25	1610010/1610010	---M--	200	added ('OK')	image/gif	etag:%22089bbc1a6448e2a1f66b2b4594e9a7ca-ssl%22	https://lxshopofficial.netlify.app/assets/img/juanchi.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/juanchi.gif	(from https://lxshopofficial.netlify.app/)
14:15:28	414218/414218	---M--	200	added ('OK')	image/gif	etag:%22a5ed81a7efcf1a60985c50d21cf7903b-ssl%22	https://lxshopofficial.netlify.app/assets/img/marking.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/marking.gif	(from https://lxshopofficial.netlify.app/)
14:15:28	1324/1324	---M--	200	added ('OK')	image/png	etag:%22771a23d0d2b679ee85c5a1ee85d7891f-ssl%22	https://lxshopofficial.netlify.app/assets/img/ahreem.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/ahreem.png	(from https://lxshopofficial.netlify.app/)
14:15:34	8516/8516	---M--	200	added ('OK')	image/webp	etag:%222dc7900baa175e3e6415998532faa745-ssl%22	https://lxshopofficial.netlify.app/assets/img/joka.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/joka.webp	(from https://lxshopofficial.netlify.app/)
14:15:37	13702/13702	---M--	200	added ('OK')	image/webp	etag:%22bb241d02726fa1ab54217203cd174bae-ssl%22	https://lxshopofficial.netlify.app/assets/img/julito.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/julito.webp	(from https://lxshopofficial.netlify.app/)
14:15:40	5392/5392	---M--	200	added ('OK')	image/webp	etag:%2294d9f0f7751471105fcd47b6c358eb4b-ssl%22	https://lxshopofficial.netlify.app/assets/img/ee1d9d54e1cc1825dbdb70efd5abb668.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/ee1d9d54e1cc1825dbdb70efd5abb668.webp	(from https://lxshopofficial.netlify.app/)
14:15:43	5040/5040	---M--	200	added ('OK')	image/webp	etag:%22d487786e3de2b2a61c472f3e5abdd2e9-ssl%22	https://lxshopofficial.netlify.app/assets/img/mvargas.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/mvargas.webp	(from https://lxshopofficial.netlify.app/)
14:15:46	10060/10060	---M--	200	added ('OK')	image/webp	etag:%2231575621d8837f833fd21e5fca041dbd-ssl%22	https://lxshopofficial.netlify.app/assets/img/daaani14.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/daaani14.webp	(from https://lxshopofficial.netlify.app/)
14:15:49	35344/35344	---M--	200	added ('OK')	image/webp	etag:%22fc7b58a9cae2c30cb34b668fec5eb5ce-ssl%22	https://lxshopofficial.netlify.app/assets/img/zzzexe.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/zzzexe.webp	(from https://lxshopofficial.netlify.app/)
14:15:52	10618/10618	---M--	200	added ('OK')	image/webp	etag:%22fe2f4dd0aeb462084031f3da21d5be4c-ssl%22	https://lxshopofficial.netlify.app/assets/img/flakx.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/flakx.webp	(from https://lxshopofficial.netlify.app/)
14:15:58	56888/56888	---M--	200	added ('OK')	image/webp	etag:%22774b0617d0c91b8b859bd43914eff2ed-ssl%22	https://lxshopofficial.netlify.app/assets/img/deiv.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/deiv.webp	(from https://lxshopofficial.netlify.app/)
14:16:02	3392457/3392457	---M--	200	added ('OK')	image/gif	etag:%228441e16d159b3f1f80158bb5578399a8-ssl%22	https://lxshopofficial.netlify.app/assets/img/9kindeer.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/9kindeer.gif	(from https://lxshopofficial.netlify.app/)
14:16:02	343240/343240	---M--	200	added ('OK')	image/gif	etag:%22da0c35bb2c821c831092c96137c56512-ssl%22	https://lxshopofficial.netlify.app/assets/img/a_ab7b63f6d84d8f62254b4cddd28e6c88.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/a_ab7b63f6d84d8f62254b4cddd28e6c88.gif	(from https://lxshopofficial.netlify.app/)
14:16:05	240608/240608	---M--	200	added ('OK')	image/png	etag:%221b7146475677eac501f7dac85c484640-ssl%22	https://lxshopofficial.netlify.app/assets/img/1c10f817f55bba9ed7b0e98c8a977de0.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/1c10f817f55bba9ed7b0e98c8a977de0.png	(from https://lxshopofficial.netlify.app/)
14:16:08	42072/42072	---M--	200	added ('OK')	image/png	etag:%22a5dfa4fe047a7def89c7a0ac2bb3f769-ssl%22	https://lxshopofficial.netlify.app/assets/img/3eda26c499fa94cdb5ace1c762f8f5da.png	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/3eda26c499fa94cdb5ace1c762f8f5da.png	(from https://lxshopofficial.netlify.app/)
14:16:11	10520/10520	---M--	200	added ('OK')	image/webp	etag:%22a77c1aefd1b1adaed64b0952a5beef7a-ssl%22	https://lxshopofficial.netlify.app/assets/img/knd.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/knd.webp	(from https://lxshopofficial.netlify.app/)
14:16:14	11872/11872	---M--	200	added ('OK')	image/webp	etag:%22d5d1ca6b384009781b992f69a984493f-ssl%22	https://lxshopofficial.netlify.app/assets/img/bruja.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/bruja.webp	(from https://lxshopofficial.netlify.app/)
14:16:17	20860/20860	---M--	200	added ('OK')	image/webp	etag:%22038f1c9df64d48a87ceee66e84eff489-ssl%22	https://lxshopofficial.netlify.app/assets/img/8c926410d150cc7b6ce09792d6a318eb.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/8c926410d150cc7b6ce09792d6a318eb.webp	(from https://lxshopofficial.netlify.app/)
14:16:20	596448/596448	---M--	200	added ('OK')	image/gif	etag:%2228229c5a14a2072086ef903f7348c0cd-ssl%22	https://lxshopofficial.netlify.app/assets/img/a_842c692cc26f0de828424966734dc339.gif	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/a_842c692cc26f0de828424966734dc339.gif	(from https://lxshopofficial.netlify.app/)
14:16:23	6626/6626	---M--	200	added ('OK')	image/webp	etag:%22017daac189fd85a46e7d82e396e77730-ssl%22	https://lxshopofficial.netlify.app/assets/img/7be9b703a38f8d64c062e163374b6884.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/7be9b703a38f8d64c062e163374b6884.webp	(from https://lxshopofficial.netlify.app/)
14:16:29	4334/4334	---M--	200	added ('OK')	image/webp	etag:%22b061db44e5e3043fd1a31676546ef245-ssl%22	https://lxshopofficial.netlify.app/assets/img/mapache.webp	C:/Users/ciaoc/Desktop/locale/Clonare%20il%20sito%20web/lxshopofficial.netlify.app/assets/img/mapache.webp	(from https://lxshopofficial.netlify.app/)
